VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoW]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   
          1,           0,           2,      -4.365022587,      -2.310297995,      -2.632265169,      -2.187093645,      0.9009696849,      -8.795512541,      0.1278402617,     0.03884173132,    0.004595779707,     0.03803592785,    -0.04893002693,     -0.1260783104,      0.1278402617,    0.004595779707,     0.03884173132,      0.3038301926,    0.004280875455,     -0.3727349273,     -0.5155136041,     -0.2234653118,     -0.4010991414,     -0.3728632514,     -0.3598891752
          1,           0,           3,      -4.555509248,      -2.565100201,      -2.814019996,      -2.430604627,      0.7218000163,      -9.072616245,      0.1048597646,     0.05331496482,    0.005644066913,     0.05270469862,    -0.05815332141,      -0.102309148,      0.1048597646,    0.005644066913,     0.05331496482,      0.5084406304,    0.004281831189,      -0.563221588,     -0.7703158093,     -0.4052201386,     -0.6446101232,       -0.55203292,     -0.6369928796
          1,           0,           4,      -4.778646098,       -2.81889471,      -3.043300052,      -2.702898658,      0.5076147008,      -9.262802905,      0.1012150995,     0.06712929459,    0.006506634567,     0.06668388941,    -0.06707299845,     -0.0981164024,      0.1012150995,    0.006506634567,     0.06712929459,      0.6632339928,    0.004284576069,     -0.7863584383,      -1.024110319,     -0.6345001954,     -0.9169041544,     -0.7662182355,     -0.8271795393
          1,           0,           0,      -4.983957659,      -3.002329218,      -3.172858109,      -2.927907759,      0.3039000904,      -9.419227572,      0.1054197833,     0.07371743531,    0.006709124412,     0.07321861795,    -0.07120477098,     -0.1021922387,      0.1054197833,    0.006709124412,     0.07371743531,      0.6992751552,    0.004285287364,                 0,                 0,                 0,                 0,                 0,                 0
          1,           0,           1,      -5.146939308,      -3.128968053,      -3.322319904,      -3.066854818,      0.1418183016,      -9.632537913,      0.1069962167,     0.07633799811,    0.006663574135,      0.0756576271,    -0.07261995602,     -0.1037442329,      0.1069962167,    0.006663574135,     0.07633799811,      0.7134644613,    0.004284769167,     -0.1629816487,     -0.1266388349,     -0.1494617948,     -0.1389470594,     -0.1620817888,     -0.2133103412
          1,           0,           2,      -5.317374136,      -3.260257671,      -3.515020667,      -3.214671475,    -0.02606322502,      -9.838120894,      0.1050581887,     0.07712725839,    0.006609165059,     0.07624718596,    -0.07283422584,     -0.1017409414,      0.1050581887,    0.006609165059,     0.07712725839,      0.7341384748,    0.004284556092,     -0.3334164767,     -0.2579284532,     -0.3421625573,      -0.286763716,     -0.3299633154,     -0.4188933219
          1,           0,           3,      -5.512393026,      -3.386567115,      -3.703178656,      -3.392087889,     -0.2190438641,      -9.940268793,      0.1015543284,     0.07723568475,    0.006597762085,     0.07619937741,    -0.07267485421,    -0.09813148441,      0.1015543284,    0.006597762085,     0.07723568475,      0.7605356264,    0.004285043639,     -0.5284353665,      -0.384237897,     -0.5303205466,     -0.4641801308,     -0.5229439545,     -0.5210412216
          1,           0,           4,      -5.713430789,      -3.487245354,      -3.857138476,      -3.573999892,     -0.4204020317,      -9.979300561,     0.09806912584,      0.0771481279,    0.006608266801,     0.07601379733,    -0.07247411053,    -0.09454088573,     0.09806912584,    0.006608266801,      0.0771481279,      0.7866709042,    0.004287975081,     -0.7294731297,      -0.484916136,     -0.6842803665,     -0.6460921329,      -0.724302122,     -0.5600729888
          2,           0,           0,      -3.684901772,      -1.480015624,       -2.00166636,      -1.473821152,       1.577657616,      -8.172362031,     0.09682949492,      0.0770917667,    0.006615451191,     0.07591976056,    -0.07252028853,     -0.0932557065,     0.09682949492,    0.006615451191,      0.0770917667,       0.796159959,    0.004288397337,                 0,                 0,                 0,                 0,                 0,                 0
          2,           0,           1,      -4.004236041,      -1.923855225,      -2.279570567,      -1.822539397,       1.253050327,      -8.507917043,     0.09538183414,     0.07984145672,    0.006720771155,     0.07861427626,    -0.07419942557,    -0.09171434996,     0.09538183414,    0.006720771155,     0.07984145672,      0.8370719376,    0.004289787122,     -0.3193342687,     -0.4438396008,     -0.2779042065,     -0.3487182453,     -0.3246072884,     -0.3355550123
          2,           0,           2,       -4.29395595,      -2.356142995,      -2.554980031,      -2.207833772,      0.9740066286,       -8.83044106,     0.09392037496,     0.08845567821,    0.007149452746,     0.08706698948,    -0.07954489303,    -0.09004590085,     0.09392037496,    0.007149452746,     0.08845567821,      0.9418156417,    0.004290375488,     -0.6090541779,     -0.8761273708,     -0.5533136709,     -0.7340126206,      -0.603650987,     -0.6580790291
          2,           0,           3,      -4.570663752,      -2.691187309,      -2.847573464,      -2.541049374,      0.7125949333,      -9.128344475,     0.09295399923,      0.1017687845,    0.008004757966,      0.1000462229,    -0.08787606419,    -0.08874782719,     0.09295399923,    0.008004757966,      0.1017687845,       1.094829543,    0.004291113535,     -0.8857619804,      -1.211171684,     -0.8459071039,      -1.067228222,     -0.8650626823,      -0.955982444
          2,           0,           4,      -4.829478379,       -2.94495002,      -3.109218719,      -2.816430111,      0.4627490319,      -9.396929109,     0.09173357276,      0.1126135257,    0.008772195119,      0.1104434947,    -0.09453439406,    -0.08721225941,     0.09173357276,    0.008772195119,      0.1126135257,       1.227615172,    0.004292238622,      -1.144576607,      -1.464934396,      -1.107552359,      -1.342608959,      -1.114908584,      -1.224567078
          2,           0,           0,      -5.069064604,      -3.176316191,      -3.330767271,      -3.058519559,      0.2281231732,      -9.632006958,     0.08951155273,       0.116768955,    0.009014351897,      0.1142470526,    -0.09684652483,    -0.08482729337,     0.08951155273,    0.009014351897,       0.116768955,       1.304512675,    0.004293304919,                 0,                 0,                 0,                 0,                 0,                 0
          2,           0,           1,      -5.289249328,      -3.367961306,      -3.540961358,      -3.249035258,      0.0119889861,      -9.758307834,     0.08684903799,      0.1180247823,    0.009018383848,      0.1152544822,    -0.09724302692,    -0.08208508469,     0.08684903799,    0.009018383848,      0.1180247823,       1.358964762,     0.00429497013,     -0.2201847242,     -0.1916451149,      -0.210194088,     -0.1905156995,     -0.2161341871,     -0.1263008759
          2,           0,           2,      -5.491428195,      -3.518934287,      -3.718128619,      -3.411456062,     -0.1877689842,      -9.815391562,     0.08443636576,      0.1181630978,    0.008975331451,      0.1152341454,    -0.09700142557,     -0.0796320335,     0.08443636576,    0.008975331451,      0.1181630978,       1.399433724,    0.004298806618,     -0.4223635909,     -0.3426180959,     -0.3873613485,     -0.3529365027,     -0.4158921574,      -0.183384604
          2,           0,           3,      -5.680807956,      -3.648018381,      -3.878242067,      -3.571895806,     -0.3774135133,      -9.837479924,     0.08255411741,      0.1179744847,    0.008949445999,      0.1149549681,    -0.09665508084,    -0.07772874867,     0.08255411741,    0.008949445999,      0.1179744847,       1.429056338,    0.004300633023,     -0.6117433521,     -0.4717021903,      -0.547474796,     -0.5133762476,     -0.6055366865,     -0.2054729657
          2,           0,           4,      -5.856756457,      -3.751055213,      -4.024066459,      -3.731392147,      -0.556612337,      -9.862849704,       0.081608777,      0.1178428985,    0.008942013258,      0.1147923527,      -0.096488337,    -0.07677105761,       0.081608777,    0.008942013258,      0.1178428985,        1.44399785,    0.004301621226,     -0.7876918538,     -0.5747390222,      -0.693299189,     -0.6728725877,     -0.7847355102,     -0.2308427463
          3,           0,           0,      -3.518632009,      -1.345786088,      -1.775691004,      -1.332630166,       1.740143887,      -8.008657944,     0.08116752185,       0.117713135,    0.008948605501,      0.1146441645,    -0.09645966042,    -0.07631842748,     0.08116752185,    0.008948605501,       0.117713135,       1.450249217,    0.004302338335,                 0,                 0,                 0,                 0,                 0,                 0
          3,           0,           1,       -3.88074097,      -1.883952977,      -2.168368462,      -1.765029747,       1.378739126,      -8.422749096,      0.0805785522,      0.1193881205,    0.009026953888,      0.1161962425,    -0.09738607811,    -0.07568556711,      0.0805785522,    0.009026953888,      0.1193881205,       1.481636456,    0.004302953506,     -0.3621089618,     -0.5381668886,     -0.3926774588,     -0.4323995807,     -0.3614047613,     -0.4140911514
          3,           0,           2,      -4.216061626,      -2.336221592,      -2.492762539,      -2.176959041,        1.05796581,      -8.807797989,     0.07962187958,      0.1250489312,    0.009348667853,      0.1214730149,     -0.1004997221,    -0.07459339216,     0.07962187958,    0.009348667853,      0.1250489312,       1.570534781,    0.004303846477,     -0.6974296178,     -0.9904355045,      -0.717071535,     -0.8443288747,     -0.6821780769,      -0.799140045
          3,           0,           3,      -4.542908653,       -2.69698672,      -2.817043776,      -2.522968016,      0.7458486635,      -9.149277969,     0.07798892649,      0.1337454239,    0.009988539704,       0.129522438,     -0.1052338055,    -0.07272174065,     0.07798892649,    0.009988539704,      0.1337454239,       1.714928387,    0.004306250729,      -1.024276644,      -1.351200632,      -1.041352772,       -1.19033785,     -0.9942952238,      -1.140620025
          3,           0,           4,      -4.848154451,      -3.016570165,      -3.121534813,      -2.842341605,      0.4488947372,      -9.430425352,     0.07565165368,      0.1404696201,     0.01055646027,      0.1355992155,     -0.1086488367,    -0.07016384892,     0.07565165368,     0.01055646027,      0.1404696201,       1.856795103,    0.004309222077,      -1.329522442,      -1.670784077,      -1.345843809,      -1.509711439,       -1.29124915,      -1.421767408
          3,           0,           0,      -5.127872439,      -3.298550518,      -3.376796549,      -3.136253634,      0.1721793036,      -9.595752941,     0.07363061186,      0.1427038629,     0.01072076614,      0.1374695001,     -0.1094922733,     -0.0680574505,     0.07363061186,     0.01072076614,      0.1427038629,        1.93810508,    0.004312925262,                 0,                 0,                 0,                 0,                 0,                 0
          3,           0,           1,      -5.373823763,      -3.504961561,      -3.602037096,      -3.370110555,    -0.07363790568,      -9.648057012,     0.07203927114,      0.1431350328,     0.01070094223,      0.1377118468,     -0.1093363584,    -0.06645423503,     0.07203927114,     0.01070094223,      0.1431350328,       1.986902846,    0.004315558255,     -0.2459513234,      -0.206411043,     -0.2252405473,     -0.2338569217,     -0.2458172093,    -0.05230407059
          3,           0,           2,      -5.581198639,      -3.645388332,      -3.797243404,      -3.550321418,     -0.2830154487,      -9.659395367,     0.07084556704,      0.1429642368,     0.01064955276,      0.1374473675,     -0.1089399517,      -0.065273995,     0.07084556704,     0.01064955276,      0.1429642368,       2.017970111,    0.004318088972,     -0.4533262001,     -0.3468378141,     -0.4204468552,     -0.4140677842,     -0.4551947524,     -0.0636424255
          3,           0,           3,      -5.757114539,      -3.763727498,      -3.972821044,      -3.709223059,     -0.4627966986,      -9.654137538,     0.06995414376,      0.1426850514,     0.01061961631,      0.1371248828,     -0.1085819237,    -0.06439829258,     0.06995414376,     0.01061961631,      0.1426850514,       2.039694059,    0.004321354555,     -0.6292421001,     -0.4651769801,     -0.5960244951,     -0.5729694251,     -0.6349760023,    -0.05838459641
          3,           0,           4,      -5.908244606,      -3.863075546,      -4.126764557,      -3.858762608,     -0.6193484175,      -9.653313043,     0.06952843219,       0.142545915,     0.01061153273,      0.1369725509,     -0.1084288461,    -0.06397735231,     0.06952843219,     0.01061153273,       0.142545915,       2.050181637,    0.004322965124,     -0.7803721668,     -0.5645250281,     -0.7499680082,     -0.7225089748,     -0.7915277212,      -0.057560102
          4,           0,           0,      -3.398790101,      -1.265090185,      -1.624514374,      -1.244780857,       1.858676252,      -7.882763191,     0.06929325831,      0.1421003186,     0.01061521165,      0.1365022479,      -0.108251203,    -0.06374051085,     0.06929325831,     0.01061521165,      0.1421003186,       2.050709147,     0.00432379199,                 0,                 0,                 0,                 0,                 0,                 0
          4,           0,           1,      -3.792829805,      -1.841000357,       -2.08692096,      -1.707690577,       1.469423291,      -8.367013765,     0.06872270623,      0.1430342975,     0.01066640567,      0.1372935903,     -0.1086226132,    -0.06315031213,     0.06872270623,     0.01066640567,      0.1430342975,        2.08132516,      0.0043244636,      -0.394039704,     -0.5759101719,     -0.4624065856,     -0.4629097207,     -0.3892529609,      -0.484250574
          4,           0,           2,       -4.16945225,      -2.319732794,      -2.439096887,      -2.134714186,       1.108047733,      -8.799397423,     0.06719907569,       0.146446579,      0.0108832989,      0.1402745148,     -0.1100107221,    -0.06155139566,     0.06719907569,      0.0108832989,       0.146446579,       2.179294544,    0.004325302909,     -0.7706621493,      -1.054642609,     -0.8145825123,     -0.8899333292,      -0.750628519,     -0.9166342324
          4,           0,           3,       -4.53246114,      -2.715992441,      -2.795968023,      -2.513274662,      0.7597629134,      -9.137459674,     0.06456513362,      0.1519699996,     0.01131749157,      0.1450829154,     -0.1122251878,    -0.05878240325,     0.06456513362,     0.01131749157,      0.1519699996,       2.353747155,    0.004326495723,       -1.13367104,      -1.450902256,      -1.171453648,      -1.268493806,      -1.098913338,      -1.254696483
          4,           0,           4,      -4.862658251,      -3.060527945,      -3.129117273,      -2.858738567,      0.4363209141,      -9.355821417,     0.06184049816,      0.1564548017,     0.01169554725,      0.1489018336,     -0.1137964064,     -0.0559597857,     0.06184049816,     0.01169554725,      0.1564548017,       2.529973178,    0.004328230792,       -1.46386815,       -1.79543776,      -1.504602898,       -1.61395771,      -1.422355338,      -1.473058226
          4,           0,           0,      -5.153235723,      -3.349364744,      -3.403562261,      -3.172107918,      0.1447722944,      -9.431536303,     0.06024729289,      0.1580223978,     0.01179191291,      0.1501367919,      -0.114083143,    -0.05436439516,     0.06024729289,     0.01179191291,      0.1580223978,       2.622896237,    0.004330119955,                 0,                 0,                 0,                 0,                 0,                 0
          4,           0,           1,      -5.396905314,      -3.561297562,      -3.642040599,      -3.426698993,     -0.1035703041,      -9.435314379,     0.05929167076,      0.1583543914,     0.01176181061,      0.1503186157,     -0.1138769755,    -0.05344778864,     0.05929167076,     0.01176181061,      0.1583543914,       2.670769594,    0.004331837126,     -0.2436695907,     -0.2119328183,     -0.2384783377,     -0.2545910749,     -0.2483425984,   -0.003778075691
          4,           0,           2,      -5.591545734,      -3.707848633,      -3.846929753,      -3.622099371,     -0.3037095989,      -9.422505432,     0.05864638162,      0.1582595976,     0.01171399714,      0.1501590119,     -0.1135725997,    -0.05284500953,     0.05864638162,     0.01171399714,      0.1582595976,       2.698539846,    0.004333400449,     -0.4383100105,     -0.3584838888,     -0.4433674918,     -0.4499914531,     -0.4484818933,                 0
          4,           0,           3,      -5.746075386,      -3.824613712,      -4.024964327,      -3.783519077,     -0.4633975465,      -9.404811745,     0.05816427548,      0.1580838197,     0.01168592113,      0.1499565031,     -0.1133165691,    -0.05239465932,     0.05816427548,     0.01168592113,      0.1580838197,       2.717885134,    0.004335165906,     -0.5928396632,      -0.475248968,     -0.6214020653,     -0.6114111583,     -0.6081698409,                 0
          4,           0,           4,      -5.871541989,      -3.919092798,      -4.174814837,      -3.924187212,     -0.5934806134,      -9.385177616,      0.0577861426,      0.1579268062,     0.01167735089,      0.1497894684,     -0.1131320574,    -0.05203628366,      0.0577861426,     0.01167735089,      0.1579268062,       2.732952904,    0.004336657328,     -0.7183062655,      -0.569728054,     -0.7712525752,     -0.7520792934,     -0.7382529078,                 0
          5,           0,           0,      -3.311504851,      -1.209552022,      -1.514090417,      -1.178740747,       1.945407909,      -7.786708311,     0.05763433187,      0.1573960397,     0.01167948429,      0.1492303022,     -0.1129354637,     -0.0518876631,     0.05763433187,     0.01167948429,      0.1573960397,       2.730942384,    0.004337127339,                 0,                 0,                 0,                 0,                 0,                 0
          5,           0,           1,      -3.735739705,      -1.812498897,      -2.022784804,       -1.66040265,       1.528175238,      -8.330006676,     0.05708048328,      0.1579834315,     0.01171186337,      0.1496723342,     -0.1130864709,    -0.05133523639,     0.05708048328,     0.01171186337,      0.1579834315,       2.767731148,    0.004337470861,     -0.4242348538,     -0.6029468753,     -0.5086943867,     -0.4816619029,     -0.4172326708,     -0.5432983651
          5,           0,           2,      -4.138499179,      -2.303565567,      -2.401053091,      -2.105084469,       1.142028449,         -8.777259,     0.05535872094,      0.1605659731,      0.0118542077,      0.1518093506,      -0.113773364,    -0.04960573052,     0.05535872094,      0.0118542077,      0.1605659731,       2.900463926,    0.004337885698,     -0.8269943282,      -1.094013545,     -0.8869626732,     -0.9263437221,       -0.80337946,     -0.9905506886
          5,           0,           3,      -4.522262054,      -2.712458155,      -2.779441893,      -2.503548664,      0.7736098289,      -9.062234681,     0.05246177017,      0.1649931038,     0.01214207977,      0.1555150916,     -0.1149763449,    -0.04669613175,     0.05246177017,     0.01214207977,      0.1649931038,       3.145015947,    0.004338553785,      -1.210757203,      -1.502906133,      -1.265351476,      -1.324807917,       -1.17179808,      -1.275526369
          5,           0,           4,      -4.867380626,      -3.074654606,      -3.129899458,      -2.866475692,      0.4342910556,      -9.178798502,     0.04979575287,      0.1688285443,     0.01238815015,      0.1586922982,     -0.1158973529,    -0.04405744493,     0.04979575287,     0.01238815015,      0.1688285443,       3.390420559,    0.004340118562,      -1.555875775,      -1.865102584,      -1.615809041,      -1.687734945,      -1.511116854,      -1.392090191
          5,           0,           0,      -5.160240641,      -3.376059167,      -3.418394376,      -3.194666785,      0.1373627163,      -9.194066527,     0.04850507291,      0.1703564549,     0.01244201026,       0.159901281,     -0.1160925859,    -0.04282825582,     0.04850507291,     0.01244201026,      0.1703564549,       3.512136869,    0.004342000877,                 0,                 0,                 0,                 0,                 0,                 0
          5,           0,           1,      -5.393481131,      -3.596339877,      -3.665126327,      -3.458928315,     -0.1042616337,      -9.183337111,     0.04788435728,      0.1708169117,     0.01241112587,      0.1602218916,     -0.1159813828,    -0.04227361396,     0.04788435728,     0.01241112587,      0.1708169117,       3.567280035,    0.004343595956,     -0.2332404901,     -0.2202807099,     -0.2467319518,     -0.2642615298,     -0.2416243499,                 0
          5,           0,           2,      -5.571358282,       -3.74646239,      -3.875522566,       -3.65670962,     -0.2897093345,      -9.169218594,     0.04752717765,      0.1708648078,     0.01237114756,      0.1602101679,     -0.1157957576,    -0.04196977446,     0.04752717765,     0.01237114756,      0.1708648078,       3.595096873,    0.004345054551,     -0.4111176414,     -0.3704032222,     -0.4571281906,     -0.4620428352,     -0.4270720508,                 0
          5,           0,           3,      -5.706966497,      -3.861427803,      -4.053635165,      -3.812875106,     -0.4304494548,      -9.153888383,     0.04727716529,      0.1708007611,       0.012347616,      0.1601201186,     -0.1156329268,    -0.04175639329,     0.04727716529,       0.012347616,      0.1708007611,       3.612753854,    0.004346557552,     -0.5467258569,     -0.4853686359,      -0.635240789,     -0.6182083211,      -0.567812171,                 0
          5,           0,           4,      -5.814602234,      -3.952190989,      -4.199333207,      -3.943375529,     -0.5414131917,      -9.137703713,       0.047086049,      0.1707243692,       0.012339523,      0.1600318682,     -0.1155129325,    -0.04158796536,       0.047086049,       0.012339523,      0.1707243692,       3.625795174,    0.004347993973,     -0.6543615934,      -0.576131822,     -0.7809388312,     -0.7487087436,      -0.678775908,                 0
          6,           0,           0,        -3.2460741,      -1.165660173,      -1.431609964,      -1.126684701,       2.010534208,       -7.70959161,     0.04697260372,      0.1701314774,     0.01234061439,      0.1594056655,     -0.1153065067,    -0.04148138309,     0.04697260372,     0.01234061439,      0.1701314774,       3.621929891,    0.004348648757,                 0,                 0,                 0,                 0,                 0,                 0
          6,           0,           1,      -3.695369966,      -1.783100386,      -1.973013565,      -1.624730865,       1.570126572,      -8.296411989,     0.04650147385,      0.1706909483,     0.01235957121,      0.1598453739,     -0.1153951864,    -0.04103295099,     0.04650147385,     0.01235957121,      0.1706909483,       3.670656737,    0.004349095543,     -0.4492958655,      -0.617440213,      -0.541403601,     -0.4980461648,     -0.4404076363,     -0.5868203792
          6,           0,           2,      -4.118280759,      -2.281902619,      -2.372591974,      -2.084994584,       1.164971657,      -8.721949134,     0.04491879442,      0.1730142898,     0.01245241654,      0.1617214921,     -0.1158483613,    -0.03950771493,     0.04491879442,     0.01245241654,      0.1730142898,       3.851712674,    0.004349744219,      -0.872206659,      -1.116242446,     -0.9409820095,     -0.9583098829,     -0.8455625515,      -1.012357524
          6,           0,           3,      -4.519936175,      -2.707622131,        -2.7649453,      -2.501359717,       0.779088363,      -8.910451432,     0.04224065048,      0.1771123634,     0.01264470291,      0.1650959617,     -0.1166765872,    -0.03693180893,     0.04224065048,     0.01264470291,      0.1771123634,       4.192936459,    0.004350603032,      -1.273862074,      -1.541961958,      -1.333335336,      -1.374675017,      -1.231445845,      -1.200859823
          6,           0,           4,      -4.878886202,      -3.083220006,      -3.130304313,      -2.881197019,      0.4256319043,      -8.953416449,     0.03988853118,      0.1807705911,     0.01280516981,       0.168106933,     -0.1173468692,    -0.03471302167,     0.03988853118,     0.01280516981,      0.1807705911,       4.531893898,    0.004351825597,      -1.632812101,      -1.917559833,      -1.698694349,      -1.754512318,      -1.584902304,       -1.24382484
          6,           0,           0,      -5.175819711,      -3.391517675,      -3.434362852,      -3.219487877,      0.1226589596,      -8.948060245,     0.03886518746,      0.1823127435,     0.01283362918,      0.1693378048,     -0.1175199066,    -0.03379513395,     0.03886518746,     0.01283362918,      0.1823127435,       4.690900916,    0.004353594706,                 0,                 0,                 0,                 0,                 0,                 0
          6,           0,           1,      -5.403087366,      -3.617207835,      -3.688190646,      -3.485349095,     -0.1154972982,      -8.937419369,     0.03845304239,      0.1828392587,     0.01280583617,      0.1697285998,     -0.1174665214,    -0.03346191986,     0.03845304239,     0.01280583617,      0.1828392587,       4.754871067,    0.004355104728,     -0.2272676549,     -0.2256901598,     -0.2538277939,     -0.2658612184,     -0.2381562578,                 0
          6,           0,           2,      -5.570368854,      -3.771279561,      -3.897818344,      -3.677907687,     -0.2915199723,      -8.928272121,     0.03825457263,      0.1829576386,       0.012774157,      0.1697878005,      -0.117348782,    -0.03331876278,     0.03825457263,       0.012774157,      0.1829576386,       4.782634493,    0.004356479974,      -0.394549143,     -0.3797618854,     -0.4634554918,     -0.4584198096,     -0.4141789319,                 0
          6,           0,           3,      -5.695506514,      -3.886636672,      -4.068776635,      -3.824128844,      -0.421653841,      -8.920109734,     0.03812403356,      0.1829482144,     0.01275566949,      0.1697510542,     -0.1172376436,    -0.03322463865,     0.03812403356,     0.01275566949,      0.1829482144,       4.798763335,    0.004357725725,     -0.5196868024,     -0.4951189969,     -0.6344137829,     -0.6046409676,     -0.5443128006,                 0
          6,           0,           4,      -5.795195536,      -3.975598587,      -4.205671388,      -3.941457156,     -0.5240401616,      -8.913504612,     0.03802290326,      0.1829079331,     0.01274895432,      0.1696972456,     -0.1171504432,    -0.03314619634,     0.03802290326,     0.01274895432,      0.1829079331,       4.810467309,     0.00435877466,      -0.619375825,     -0.5840809118,     -0.7713085356,     -0.7219692793,     -0.6466991212,                 0
