VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoW]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   
          1,           0,           0,       -4.74430618,      -2.546112909,      -3.154210063,       -2.50675411,      0.6550258741,      -9.183841353,      0.3820306112,      0.2753119924,   2.868884841e-05,      0.2971617908,    -0.07899265123,     -0.3710282099,      0.3670983352,   2.868884841e-05,      0.2949286242,       0.720654273,    0.003761945176,                 0,                 0,                 0,                 0,                 0,                 0
          1,           0,           1,      -4.760698453,      -2.580995424,      -3.138521445,      -2.537308065,      0.6362854049,      -9.134320873,       0.362145041,      0.2739831898,   0.0004402654739,      0.2939592715,    -0.07916818161,     -0.3507467067,      0.3473095616,   0.0004402654739,      0.2925609124,       0.756556514,    0.003818354774,    -0.01639227286,    -0.03488251503,                 0,    -0.03055395463,    -0.01874046917,                 0
          1,           0,           2,      -4.792264428,      -2.648995683,      -3.114577703,      -2.601130019,      0.6025516876,      -9.252055472,      0.3513597007,      0.2735141581,   0.0006632789503,      0.2924689665,    -0.07942930541,     -0.3397191121,      0.3365635494,   0.0006632789503,      0.2915280623,      0.7784448743,    0.003798604453,     -0.0479582486,     -0.1028827735,                 0,    -0.09437590905,    -0.05247418644,     -0.1177345997
          1,           0,           3,      -4.811221388,      -2.695668266,      -3.190752011,      -2.644907087,      0.5804763867,      -9.173980135,      0.3352281752,      0.2733012729,    0.001085823983,      0.2906269736,    -0.08024807517,     -0.3231851704,      0.3204652732,    0.001085823983,      0.2904712102,      0.8152693991,    0.003688090556,    -0.06691520844,     -0.1495553569,    -0.07617430812,     -0.1381529764,    -0.07454948736,    -0.03965926209
          1,           0,           4,      -4.807955254,      -2.746564443,      -3.214870634,      -2.696294921,      0.5814925655,      -9.252256455,      0.3267711881,       0.273264013,    0.001300845414,      0.2897419241,    -0.08072686938,     -0.3145079477,      0.3120218261,    0.001300845414,      0.2899913967,      0.8362549175,    0.003651417471,     -0.0636490743,      -0.200451534,     -0.1002929312,     -0.1895408104,    -0.07353330856,     -0.1179355821
          2,           0,           0,       -3.95395147,      -1.636161109,       -2.29023313,      -1.693738193,       1.456237484,      -8.430286498,      0.3096049617,      0.2750272771,    0.001836491495,      0.2896414698,     -0.0826312378,     -0.2967755015,      0.2947868433,    0.001836491495,      0.2908538335,      0.8883167621,    0.004057350963,                 0,                 0,                 0,                 0,                 0,                 0
          2,           0,           1,      -4.201972388,       -1.94715703,      -2.436954064,       -1.93395149,       1.197505083,      -8.593447099,      0.2801574797,      0.2777461777,    0.002775943418,      0.2890896949,    -0.08602875155,     -0.2663651873,      0.2652374218,    0.002775943418,      0.2920278458,      0.9913930481,    0.004286735672,     -0.2480209178,     -0.3109959207,     -0.1467209342,      -0.240213297,     -0.2587324013,     -0.1631606018
          2,           0,           2,      -4.380904651,      -2.253526226,      -2.593137018,      -2.195751615,       1.012760291,      -8.825365721,      0.2643004842,      0.2790536047,    0.003265024023,      0.2886537908,    -0.08768453512,     -0.2499943061,      0.2493337324,    0.003265024023,        0.29250359,       1.055819498,    0.004311248848,     -0.4269531808,     -0.6173651167,     -0.3029038877,     -0.5020134223,     -0.4434771931,     -0.3950792239
          2,           0,           3,      -4.453216622,      -2.397014068,      -2.779133665,      -2.318942059,      0.9372477416,      -8.814384727,      0.2389620268,       0.281452206,    0.004097467061,      0.2882122889,    -0.09025897928,     -0.2238256191,      0.2239044673,    0.004097467061,      0.2935727917,       1.177811428,    0.004198691362,     -0.4992651526,     -0.7608529589,     -0.4889005349,     -0.6252038657,     -0.5189897426,     -0.3840982295
          2,           0,           4,       -4.53483273,      -2.530795743,      -2.875830167,      -2.439250812,       0.855740967,      -8.872503616,      0.2016697779,      0.2855723864,    0.005434273953,      0.2880374536,     -0.0936970304,     -0.1852364655,      0.1864476925,    0.005434273953,         0.2957356,       1.416039574,    0.004071118327,     -0.5808812601,     -0.8946346338,      -0.585597037,     -0.7455126189,     -0.6004965172,     -0.4422171186
          2,           0,           0,      -4.680778944,      -2.696093549,      -2.942199056,      -2.622965526,      0.7132179361,      -9.133362897,      0.1836574213,      0.2876282375,    0.006088073355,      0.2880079801,    -0.09519163206,     -0.1665721472,      0.1683524263,    0.006088073355,      0.2968459398,       1.566112796,    0.004058769685,                 0,                 0,                 0,                 0,                 0,                 0
          2,           0,           1,      -4.792231665,      -2.813637496,       -3.11630464,      -2.759555649,      0.6001121603,      -9.205343447,      0.1599602035,      0.2906527646,    0.007017423859,      0.2881849871,    -0.09699084234,     -0.1419433848,      0.1445293932,    0.007017423859,      0.2986261053,       1.817031726,      0.0040540254,     -0.1114527212,     -0.1175439469,     -0.1741055837,     -0.1365901229,     -0.1131057758,    -0.07198054981
          2,           0,           2,      -4.942475485,      -2.950392036,      -3.226440076,      -2.938461503,      0.4518145014,      -9.412659734,       0.149134998,      0.2920957256,     0.00744167567,       0.288315452,    -0.09775175062,     -0.1306720784,      0.1336435046,     0.00744167567,      0.2995005412,       1.958599453,      0.0040500634,     -0.2616965411,     -0.2542984871,     -0.2842410195,     -0.3154959766,     -0.2614034347,     -0.2792968369
          2,           0,           3,      -5.020395187,      -3.015356316,      -3.350918844,      -3.001367827,      0.3727630684,      -9.418027573,       0.135942245,      0.2941119737,    0.007989285822,      0.2886466271,    -0.09865947981,     -0.1168850462,      0.1203633095,    0.007989285822,      0.3008235708,       2.163506817,    0.004042565048,     -0.3396162438,      -0.319262767,     -0.4087197878,     -0.3784023011,     -0.3404548677,     -0.2846646759
          2,           0,           4,      -5.088486423,      -3.052400249,       -3.41590264,      -3.001490824,      0.3062195056,      -9.533514065,      0.1301698184,      0.2950699031,    0.008226738059,      0.2888442936,    -0.09904605662,     -0.1108367996,      0.1145486596,    0.008226738059,       0.301478082,       2.266807366,    0.004037045033,     -0.4077074795,        -0.3563067,     -0.4737035842,     -0.3785252974,     -0.4069984305,     -0.4001511681
          3,           0,           0,      -3.595615443,      -1.308099823,      -1.846345735,      -1.341527587,       1.807763252,      -8.081986467,        0.12244069,      0.2989156375,     0.00860031066,      0.2914487285,     -0.1006975231,     -0.1025439946,      0.1066288536,     0.00860031066,      0.3049140346,       2.441309645,    0.004060085908,                 0,                 0,                 0,                 0,                 0,                 0
          3,           0,           1,      -3.951572963,      -1.778514789,      -2.154186579,      -1.728667585,       1.440922877,      -8.394219763,      0.1153182615,      0.3029453646,    0.008974924003,      0.2938644343,     -0.1025213693,    -0.09482894749,     0.09930528646,    0.008974924003,        0.30856548,       2.627037216,    0.004060020136,       -0.35595752,      -0.470414966,     -0.3078408443,     -0.3871399987,      -0.366840375,     -0.3122332953
          3,           0,           2,      -4.270457694,      -2.219389191,       -2.44056228,      -2.161510144,        1.12479277,      -8.711790095,      0.1090842927,       0.309270384,    0.009465753175,        0.29786697,     -0.1056439245,     -0.0878625747,     0.09274883522,    0.009465753175,      0.3145555704,       2.835150471,    0.004075146879,     -0.6748422506,     -0.9112893685,     -0.5942165455,     -0.8199825575,     -0.6829704825,     -0.6298036278
          3,           0,           3,      -4.593790098,      -2.587370602,      -2.737993595,      -2.555042236,       0.811003904,       -9.10838422,      0.1064477171,      0.3124969487,    0.009717042771,      0.2999640252,     -0.1072309225,    -0.08488215723,     0.08994700754,    0.009717042771,      0.3176397255,       2.935684835,    0.004086051072,     -0.9981746549,      -1.279270779,     -0.8916478599,      -1.213514649,     -0.9967593481,      -1.026397752
          3,           0,           4,       -4.80709695,      -2.811519124,      -3.017626785,      -2.757744717,      0.5958421909,      -9.334440728,      0.1052016943,      0.3141060799,    0.009847168684,      0.3010156767,      -0.108010441,    -0.08346894209,     0.08861847696,    0.009847168684,      0.3191814397,       2.985751152,    0.004091121078,      -1.211481506,      -1.503419301,       -1.17128105,      -1.416217131,      -1.211921061,       -1.25245426
          3,           0,           0,      -4.926559598,      -2.926585188,      -3.175941474,      -2.856681823,       0.470702647,      -9.369060186,      0.1037289208,      0.3165225548,     0.01006117986,        0.30261757,     -0.1091307256,    -0.08175966019,     0.08702125335,     0.01006117986,      0.3215175239,       3.051439775,    0.004100425351,                 0,                 0,                 0,                 0,                 0,                 0
          3,           0,           1,      -5.048538486,      -3.025072948,      -3.309852103,      -2.947415285,       0.345512425,      -9.417971159,       0.102673186,      0.3198346625,     0.01037657556,      0.3048802635,     -0.1105321074,    -0.08041078981,     0.08579362308,     0.01037657556,      0.3247698395,       3.115074879,    0.004114653574,     -0.1219788887,    -0.09848776046,     -0.1339106296,    -0.09073346216,     -0.1251902219,     -0.0489109731
          3,           0,           2,      -5.166521182,      -3.110457519,      -3.409341647,      -3.033529352,      0.2287379778,      -9.591944473,       0.102374141,      0.3213461728,     0.01052253052,      0.3059250861,     -0.1111346716,    -0.07998384697,     0.08541588151,     0.01052253052,      0.3262636276,       3.138938895,    0.004124178565,     -0.2399615846,     -0.1838723308,     -0.2334001733,     -0.1768475293,     -0.2419646692,     -0.2228842875
          3,           0,           3,       -5.23635446,      -3.162830791,      -3.530959008,      -3.083097044,      0.1576195329,      -9.597225703,      0.1025816811,      0.3233319598,     0.01070890634,      0.3073362577,     -0.1118528239,    -0.08004118795,     0.08551920918,     0.01070890634,       0.328257555,       3.151946394,     0.00413681464,     -0.3097948627,     -0.2362456031,     -0.3550175345,     -0.2264152218,     -0.3130831141,     -0.2281655178
          3,           0,           4,      -5.321246102,      -3.219919495,       -3.61687733,      -3.143500649,     0.07309593631,      -9.616388461,       0.103706379,      0.3255560294,     0.01086807928,       0.308973517,      -0.112518137,    -0.08103170892,     0.08652596693,     0.01086807928,      0.3305374387,       3.139209299,    0.004151024745,     -0.3946865047,     -0.2933343076,     -0.4409358562,     -0.2868188264,     -0.3976067107,     -0.2473282755
          4,           0,           0,      -3.419072045,      -1.157245043,      -1.600133421,      -1.183854849,       1.980914097,      -7.899933699,      0.1055610793,      0.3286940354,     0.01091583401,      0.3118320165,     -0.1137201218,    -0.08273627027,     0.08821389485,     0.01091583401,      0.3337682117,       3.113780548,    0.004186808705,                 0,                 0,                 0,                 0,                 0,                 0
          4,           0,           1,      -3.837584966,      -1.718418721,      -2.029488608,      -1.673461062,          1.556346,      -8.320671442,      0.1074459548,       0.331949159,     0.01092990448,      0.3145538351,     -0.1145546485,    -0.08448155283,     0.08992582717,     0.01092990448,       0.337117521,       3.089452364,    0.004195574732,     -0.4185129212,     -0.5611736781,     -0.4293551867,     -0.4896062136,     -0.4245680966,     -0.4207377434
          4,           0,           2,      -4.226006535,      -2.218784111,      -2.387153741,      -2.157718985,        1.17395108,      -8.731082199,       0.108948539,      0.3379126266,     0.01102281975,      0.3193904428,       -0.11578536,    -0.08566906572,     0.09111424837,     0.01102281975,      0.3431514551,       3.101580156,    0.004201788199,     -0.8069344898,      -1.061539067,     -0.7870203192,     -0.9738641365,     -0.8069630173,     -0.8311485002
          4,           0,           3,      -4.616589864,      -2.642195768,       -2.74170062,      -2.565154094,      0.7910538884,      -9.173722055,      0.1091606372,      0.3411660647,     0.01110601481,      0.3220169196,     -0.1164255564,    -0.08569341221,     0.09115578412,     0.01110601481,      0.3464115348,       3.125357944,    0.004203250523,      -1.197517819,      -1.484950725,      -1.141567199,      -1.381299245,      -1.189860209,      -1.273788357
          4,           0,           4,      -4.887883399,      -2.915726792,      -3.048556634,      -2.823337164,       0.516895784,      -9.425292303,      0.1091229083,      0.3428346932,     0.01115838987,      0.3233592243,     -0.1167500292,    -0.08555566645,     0.09103077769,     0.01115838987,       0.348075902,       3.141729802,    0.004203780391,      -1.468811354,      -1.758481748,      -1.448423212,      -1.639482315,      -1.464018313,      -1.525358604
          4,           0,           0,       -5.05495608,      -3.063363015,       -3.23280855,       -2.98812774,      0.3424279298,      -9.490300071,      0.1087916229,      0.3454399954,     0.01126593681,      0.3254528792,     -0.1172470346,    -0.08506122673,     0.09056359532,     0.01126593681,      0.3506602955,       3.175244436,     0.00420369924,                 0,                 0,                 0,                 0,                 0,                 0
          4,           0,           1,      -5.229429737,      -3.191190064,      -3.417842948,      -3.129495832,      0.1627813426,      -9.640363967,      0.1085419433,      0.3467281286,     0.01132462306,      0.3264849076,     -0.1174915908,    -0.08472828756,     0.09024684216,     0.01132462306,      0.3519335962,       3.194416077,    0.004202932849,     -0.1744736575,      -0.127827049,     -0.1850343975,     -0.1413680922,     -0.1796465872,     -0.1500638957
          4,           0,           2,        -5.3342677,      -3.268675121,      -3.546126522,      -3.262349517,     0.05378452951,      -9.667341278,      0.1080125703,      0.3486522015,     0.01142648661,      0.3280271537,     -0.1178477316,    -0.08406969604,     0.08961749644,     0.01142648661,       0.353827327,       3.227885427,     0.00420168714,     -0.2793116197,     -0.2053121061,     -0.3133179718,     -0.2742217765,     -0.2886434003,     -0.1770412073
          4,           0,           3,       -5.44540353,      -3.345818226,      -3.682831076,      -3.394530293,    -0.05903627859,      -9.701055523,      0.1069251755,       0.351355428,     0.01159138277,      0.3301892719,     -0.1183265101,    -0.08279247873,     0.08839011591,     0.01159138277,      0.3564699389,       3.285993467,     0.00420119273,     -0.3904474504,     -0.2824552113,     -0.4500225251,     -0.4064025525,     -0.4014642084,     -0.2107554515
          4,           0,           4,      -5.557307018,      -3.424459582,      -3.818556763,      -3.498477992,     -0.1711658107,      -9.749769946,      0.1063117757,      0.3526197337,     0.01167235117,      0.3311964495,      -0.118543763,    -0.08208780168,     0.08771138813,     0.01167235117,       0.357700409,        3.31684549,    0.004200359654,     -0.5023509379,     -0.3610965673,     -0.5857482123,     -0.5103502517,     -0.5135937405,     -0.2594698749
          5,           0,           0,      -3.295868039,      -1.059614607,      -1.430804316,      -1.081075187,       2.102797599,      -7.769433697,      0.1056854626,      0.3567385481,     0.01183264477,      0.3348441125,      -0.119708995,    -0.08120096549,     0.08687037133,     0.01183264477,         0.3617808,       3.375474159,    0.004228047929,                 0,                 0,                 0,                 0,                 0,                 0
          5,           0,           1,      -3.762508813,      -1.676082662,      -1.939738372,      -1.618066476,       1.632911527,      -8.278107278,      0.1031402521,      0.3616376534,     0.01203988963,      0.3388471495,      -0.120568245,    -0.07834404326,     0.08407224957,     0.01203988963,      0.3665399853,       3.506270792,    0.004233106991,     -0.4666407735,     -0.6164680549,     -0.5089340562,      -0.536991289,     -0.4698860727,     -0.5086735815
          5,           0,           2,      -4.200494042,      -2.216448218,      -2.345252607,      -2.127450703,       1.201392868,      -8.808772412,      0.1017248531,      0.3637144239,     0.01213354306,      0.3404739062,     -0.1207902466,    -0.07677365395,     0.08255010056,     0.01213354306,      0.3685398334,       3.575472589,    0.004234796849,     -0.9046260029,       -1.15683361,      -0.914448291,      -1.046375516,     -0.9014047311,      -1.039338715
          5,           0,           3,       -4.49915661,      -2.547697949,       -2.67834193,      -2.442546448,      0.9022536009,      -9.035031158,     0.09926186217,      0.3675348208,     0.01227411026,      0.3436248337,     -0.1213612249,    -0.07402564829,     0.07989054093,     0.01227411026,      0.3722260916,       3.702679083,    0.004239987573,       -1.20328857,      -1.488083342,      -1.247537614,      -1.361471261,      -1.200543998,      -1.265597461
          5,           0,           4,      -4.823414307,      -2.853479125,       -2.98224752,       -2.77132411,      0.5765169087,      -9.286341257,     0.09535133845,      0.3739820754,     0.01250580839,      0.3489971583,     -0.1225150452,    -0.06966656485,     0.07564795322,     0.01250580839,      0.3784598494,       3.922148147,    0.004252163285,      -1.527546267,      -1.793864518,      -1.551443205,      -1.690248923,      -1.526280691,       -1.51690756
          5,           0,           0,       -5.13200784,      -3.118825697,      -3.249894404,      -3.114175175,      0.2671169595,      -9.545961685,     0.09341214001,      0.3771805406,     0.01262410423,      0.3516615638,      -0.123109723,    -0.06751088691,     0.07354401765,     0.01262410423,      0.3815524415,       4.037810723,    0.004258455977,                 0,                 0,                 0,                 0,                 0,                 0
          5,           0,           1,      -5.319848258,      -3.283372614,      -3.482500001,      -3.328050884,     0.07361311845,       -9.62787373,       0.092454073,      0.3787652228,     0.01268384609,      0.3529806398,     -0.1234091933,    -0.06644705047,     0.07250432778,     0.01268384609,      0.3830848106,       4.096793257,     0.00426395577,     -0.1878404179,      -0.164546917,     -0.2326055974,     -0.2138757088,      -0.193503841,    -0.08191204496
          5,           0,           2,      -5.414696205,      -3.366359159,      -3.622584406,      -3.438972908,    -0.02653758473,      -9.639435844,      0.0910349699,      0.3811028531,     0.01277747068,      0.3549205508,     -0.1238507104,    -0.06487513057,     0.07096482739,     0.01277747068,      0.3853449671,       4.186334696,    0.004270994244,     -0.2826883646,     -0.2475334624,     -0.3726900025,     -0.3247977333,     -0.2936545442,    -0.09347415926
          5,           0,           3,      -5.501326631,      -3.443524766,      -3.764772145,      -3.528705068,     -0.1159386328,      -9.653036531,     0.08906441461,      0.3842651302,     0.01291304068,      0.3575320021,     -0.1244377464,    -0.06270508747,     0.06883147189,     0.01291304068,      0.3883997795,       4.314463098,    0.004276047303,     -0.3693187904,     -0.3246990686,     -0.5148777408,     -0.4145298926,     -0.3830555922,     -0.1070748461
          5,           0,           4,      -5.572352827,      -3.512651937,      -3.897705324,      -3.572951626,     -0.1872712401,      -9.676468035,     0.08813827389,      0.3857128553,     0.01297639019,      0.3587233187,     -0.1247022143,    -0.06168943841,     0.06783083233,     0.01297639019,        0.38979705,       4.376224292,    0.004278363715,     -0.4403449865,     -0.3938262397,     -0.6478109201,     -0.4587764513,     -0.4543881996,     -0.1305063507
          6,           0,           0,       -3.21017452,     -0.9931746969,       -1.30268056,      -1.002313076,       2.187667888,      -7.676361376,     0.08728296178,       0.389911102,       0.013094054,      0.3624839342,      -0.125867321,    -0.06060315516,     0.06675697314,       0.013094054,      0.3939447796,       4.467207506,    0.004310111517,                 0,                 0,                 0,                 0,                 0,                 0
          6,           0,           1,      -3.719463062,      -1.654924669,       -1.87138865,      -1.575647472,        1.67666172,      -8.257920703,     0.08474962644,      0.3946610132,     0.01323134092,      0.3664806001,      -0.126777925,    -0.05783103833,     0.06397851851,     0.01323134092,      0.3985555967,       4.656787643,    0.004316834439,     -0.5092885422,     -0.6617499719,     -0.5687080904,     -0.5733343954,     -0.5110061683,     -0.5815593266
          6,           0,           2,      -4.198974202,      -2.228974149,      -2.318964205,      -2.129106478,       1.204967179,      -8.777314581,     0.08021664052,      0.4017016991,     0.01339623499,      0.3723658255,     -0.1278563999,    -0.05299039741,     0.05908326386,     0.01339623499,      0.4053493954,       5.007710326,    0.004326578902,     -0.9887996824,      -1.235799452,      -1.016283645,      -1.126793401,     -0.9827007089,      -1.100953205
          6,           0,           3,      -4.663767206,      -2.699991758,      -2.763001342,      -2.609989037,       0.747572398,       -9.24612788,     0.07788513329,      0.4055158679,     0.01347516949,      0.3754490592,     -0.1284461617,    -0.05049777366,      0.0565553337,     0.01347516949,      0.4090363155,       5.206588868,    0.004333098316,      -1.453592686,      -1.706817061,      -1.460320783,      -1.607675961,       -1.44009549,      -1.569766504
          6,           0,           4,       -4.99668957,      -3.038476327,      -3.123470811,      -2.969198193,      0.4099034403,       -9.41811566,     0.07460098159,      0.4112205229,     0.01359441849,      0.3802024175,     -0.1293705428,    -0.04700238724,     0.05297712425,     0.01359441849,      0.4145612731,       5.512266918,    0.004344706709,       -1.78651505,       -2.04530163,      -1.820790251,      -1.966885116,      -1.777764448,      -1.741754284
          6,           0,           0,      -5.277090354,      -3.306186216,      -3.431105501,      -3.297802969,      0.1216274573,      -9.564636722,     0.07308465932,      0.4138841864,     0.01365081744,      0.3824470135,     -0.1298025648,    -0.04539552371,     0.05132347467,     0.01365081744,       0.417141928,       5.663078821,     0.00435079517,                 0,                 0,                 0,                 0,                 0,                 0
          6,           0,           1,      -5.420597917,        -3.4466633,      -3.661711914,       -3.44459389,    -0.02968207695,      -9.584471877,     0.07115477667,      0.4173613843,     0.01372548977,      0.3853697091,     -0.1303531414,     -0.0433692892,     0.04921425437,     0.01372548977,      0.4205133583,       5.865542749,    0.004360411906,     -0.1435075632,     -0.1404770847,     -0.2306064126,     -0.1467909206,     -0.1513095343,    -0.01983515483
          6,           0,           2,      -5.523374114,      -3.537272314,      -3.852089988,      -3.510095101,     -0.1357246139,      -9.612854003,     0.07029880922,      0.4189085043,     0.01375768694,      0.3866644689,     -0.1305911081,    -0.04247667414,     0.04827848999,     0.01375768694,      0.4220135602,       5.958970131,    0.004365207314,     -0.2462837595,     -0.2310860985,     -0.4209844868,     -0.2122921315,     -0.2573520712,    -0.04821728107
          6,           0,           3,      -5.567649137,        -3.5790305,      -3.971002016,      -3.532048165,      -0.182155375,       -9.61122716,     0.06923345851,      0.4208617927,     0.01379439183,      0.3882751373,     -0.1308654274,    -0.04137916368,      0.0471123721,     0.01379439183,      0.4239084155,       6.078878649,    0.004373247756,     -0.2905587833,     -0.2728442844,      -0.539896515,     -0.2342451961,     -0.3037828323,     -0.0465904375
          6,           0,           4,      -5.606521736,      -3.610089495,       -4.05767925,      -3.546774252,     -0.2219836672,      -9.622121744,     0.06876115459,      0.4217269402,     0.01380871239,      0.3889818875,     -0.1309794339,    -0.04089623726,     0.04659543712,     0.01380871239,      0.4247476589,       6.133214935,    0.004377744595,     -0.3294313824,     -0.3039032799,     -0.6265737486,     -0.2489712828,     -0.3436111245,    -0.05748502176
          7,           0,           0,      -3.146020849,     -0.9387977123,      -1.202218714,     -0.9413492633,       2.251508339,       -7.60589092,      0.0688819346,      0.4247372555,      0.0138266481,      0.3917242898,     -0.1318152486,     -0.0409426153,     0.04655850388,      0.0138266481,      0.4277601698,       6.166163276,    0.004408848486,                 0,                 0,                 0,                 0,                 0,                 0
          7,           0,           1,      -3.686396698,      -1.631384754,      -1.819104489,      -1.542967241,       1.710819106,      -8.243327853,      0.0676444243,      0.4282024709,      0.0138346663,      0.3946855362,     -0.1323113174,     -0.0396801438,     0.04514133419,      0.0138346663,        0.43115587,         6.3301961,    0.004418420347,     -0.5403758489,     -0.6925870415,     -0.6168857749,     -0.6016179775,     -0.5406892334,      -0.637436933
          7,           0,           2,      -4.190158383,      -2.230476778,      -2.299556865,      -2.121758058,        1.21563345,      -8.837948295,     0.06685001665,      0.4298998601,     0.01383485709,      0.3960977746,     -0.1324673642,    -0.03888144917,     0.04425918076,     0.01383485709,      0.4328093568,       6.430811563,    0.004424046156,      -1.044137534,      -1.291679065,      -1.097338151,      -1.180408794,      -1.035874889,      -1.232057375
          7,           0,           3,      -4.539603248,      -2.620088357,      -2.675598844,      -2.499349037,      0.8661861273,      -9.083763944,     0.06532104998,      0.4329466217,     0.01383659227,      0.3986272204,     -0.1327157229,    -0.03734397444,      0.0425728543,     0.01383659227,       0.435771923,       6.627980135,    0.004432910354,      -1.393582399,      -1.681290645,      -1.473380131,      -1.557999773,      -1.385322212,      -1.477873024
          7,           0,           4,      -4.897955803,      -2.989069799,      -3.035610021,      -2.884659384,      0.5042315892,      -9.352368177,     0.06449528278,      0.4345899497,     0.01383865045,      0.3999960518,     -0.1328570912,    -0.03651169209,     0.04166221365,     0.01383865045,      0.4373697816,       6.738321486,    0.004435835071,      -1.751934955,      -2.050272087,      -1.833391307,      -1.943310121,       -1.74727675,      -1.746477257
